tipo_plano|nome_plano|ods|nome_ods|eixo|numero_meta|texto_meta|indicador|descricao|variaveis|calculo|informacao|padrao
Setorial|Plano Municipal de Assistência Social|1|Erradicação da pobreza|Equidade, Justiça Social e Cultura de Paz|1.4|Até 2030, garantir que todos os homens e mulheres, particularmente os mais pobres e vulneráveis, tenham direitos iguais aos recursos econômicos, bem como o acesso a serviços básicos, propriedade e controle sobre a terra e outras formas de propriedade, herança, recursos naturais, novas tecnologias apropriadas e serviços financeiros, incluindo microfinanças.|Domicílios com acesso a telefone celular|Percentual de domicílios com acesso a telefone celular sobre o total de domicílios do município.|55, 4023|4023 / 55 x [100]||True
Setorial|Plano Municipal de Assistência Social|1|Erradicação da pobreza|Equidade, Justiça Social e Cultura de Paz|1.4|Até 2030, garantir que todos os homens e mulheres, particularmente os mais pobres e vulneráveis, tenham direitos iguais aos recursos econômicos, bem como o acesso a serviços básicos, propriedade e controle sobre a terra e outras formas de propriedade, herança, recursos naturais, novas tecnologias apropriadas e serviços financeiros, incluindo microfinanças.|Terras indígenas no município|Percentual de terras indígenas no município sobre o total da área do município.|27, 4132|4132 / 27 x [100]||True
Setorial|Plano Municipal de Assistência Social|1|Erradicação da pobreza|Equidade, Justiça Social e Cultura de Paz|1.4|Até 2030, garantir que todos os homens e mulheres, particularmente os mais pobres e vulneráveis, tenham direitos iguais aos recursos econômicos, bem como o acesso a serviços básicos, propriedade e controle sobre a terra e outras formas de propriedade, herança, recursos naturais, novas tecnologias apropriadas e serviços financeiros, incluindo microfinanças.|Títulos expedidos às comunidades quilombolas|Percentual de títulos expedidos às comunidades quilombolas sobre o total de títulos solicitados.|4133, 4135|4133 / 4135 x [100]||True
Setorial|Plano Municipal de Assistência Social|1|Erradicação da pobreza|Equidade, Justiça Social e Cultura de Paz|1.5|Até 2030, construir a resiliência dos pobres e daqueles em situação de vulnerabilidade, e reduzir a exposição e vulnerabilidade destes a eventos extremos relacionados com o clima e outros choques e desastres econômicos, sociais e ambientais.|Afetados por eventos climáticos extremos|Registros de afetados por eventos climáticos extremos como alagamentos, ciclones, deslizamentos, enxurradas, inundações, secas, dentre outros.|3976|3976||True
Setorial|Plano Municipal de Desenvolvimento Rural - Agricultura|2|Fome zero e agricultura sustentável|Ação Local para a Saúde|2.1|Até 2030, acabar com a fome e garantir o acesso de todas as pessoas, em particular os pobres e pessoas em situações vulneráveis, incluindo crianças, a alimentos seguros, nutritivos e suficientes durante todo o ano.|Contaminação de alimentos por agrotóxicos|Percentual de amostras irregulares (culturas que apresentam valores acima do limite máximo de resíduos permitido) sobre o total de amostras.|4010, 4011|4010 / 4011 x [100]||True
Setorial|Plano Municipal de Saúde|2|Fome zero e agricultura sustentável|Ação Local para a Saúde|2.1|Até 2030, acabar com a fome e garantir o acesso de todas as pessoas, em particular os pobres e pessoas em situações vulneráveis, incluindo crianças, a alimentos seguros, nutritivos e suficientes durante todo o ano.|Excesso de peso em adultos|Percentual de indivíduos com Índice de Massa Corporal (IMC) maior ou igual a 25 kg/m² sobre a população de 20 a 59 anos de idade.|4054, 4055|4054 / 4055 x [100]|O Índice de Massa Corporal (IMC) é definido como o peso em quilogramas dividido pelo quadrado da altura em metros. O IMC é uma medida altamente correlacionada com a gordura corporal, embora não represente sua medida direta.|True
Setorial|Plano Municipal de Saúde|2|Fome zero e agricultura sustentável|Ação Local para a Saúde|2.2|Até 2030, acabar com todas as formas de desnutrição, incluindo atingir até 2025 as metas acordadas internacionalmente sobre desnutrição crônica e desnutrição em crianças menores de cinco anos de idade, além de atender às necessidades nutricionais dos adolescentes, mulheres grávidas, lactantes e pessoas idosas.|Desnutrição infantil|Percentual de crianças menores de 5 anos desnutridas sobre o total de crianças nesta faixa etária.|232, 233|232 / 233 x [100]||True
Setorial|Plano Municipal de Saúde|2|Fome zero e agricultura sustentável|Ação Local para a Saúde|2.2|Até 2030, acabar com todas as formas de desnutrição, incluindo atingir até 2025 as metas acordadas internacionalmente sobre desnutrição crônica e desnutrição em crianças menores de cinco anos de idade, além de atender às necessidades nutricionais dos adolescentes, mulheres grávidas, lactantes e pessoas idosas.|Obesidade infantil: crianças entre 0 e 5 anos de idade|Percentual de crianças com peso elevado para a idade (relação peso x altura) sobre o total de crianças nesta faixa etária.|233, 5700|5700 / 233 x [100]||True
Setorial|Plano Municipal de Saúde|2|Fome zero e agricultura sustentável|Ação Local para a Saúde|2.2|Até 2030, acabar com todas as formas de desnutrição, incluindo atingir até 2025 as metas acordadas internacionalmente sobre desnutrição crônica e desnutrição em crianças menores de cinco anos de idade, além de atender às necessidades nutricionais dos adolescentes, mulheres grávidas, lactantes e pessoas idosas.|Baixo peso ao nascer|Percentual de crianças nascidas vivas com menos de 2,5 kg sobre o total de nascidos vivos no município.|41, 231|231 / 41 x [100]||True
Setorial|Plano Municipal de Saúde|2|Fome zero e agricultura sustentável|Ação Local para a Saúde|2.2|Até 2030, acabar com todas as formas de desnutrição, incluindo atingir até 2025 as metas acordadas internacionalmente sobre desnutrição crônica e desnutrição em crianças menores de cinco anos de idade, além de atender às necessidades nutricionais dos adolescentes, mulheres grávidas, lactantes e pessoas idosas.|Obesidade infantil: crianças entre 5 e 10 anos de idade|Percentual de crianças com peso elevado para a idade (relação peso x altura) sobre o total de crianças nesta faixa etária.|5701, 5702|5701 / 5702 x [100]||True
Setorial|Plano Municipal de Desenvolvimento Rural - Agricultura|2|Fome zero e agricultura sustentável|Economia Local Dinâmica, Criativa e Sustentável|2.3|Até 2030, dobrar a produtividade agrícola e a renda dos pequenos produtores de alimentos, particularmente das mulheres, povos indígenas, agricultores familiares, pastores e pescadores, inclusive por meio de acesso seguro e igual à terra, e a outros recursos produtivos e insumos, ao conhecimento, serviços financeiros, mercados e oportunidades de agregação de valor e de emprego não-agrícola.|Quantidade produzida, área plantada e valor da produção de cereais, leguminosas e oleaginosas no município: Valor da produção por mil reais (R$1000)|Quantidade produzida, área plantada e valor da produção de cereais, leguminosas e oleaginosas no município.|4197|4197|Somatória dos produtos - algodão herbáceo (caroço de algodão), amendoim (em casca), arroz (em casca), feijão (em grão), mamona (em baga), milho (em grão), soja (em grão), aveia (em grão), centeio (em grão), cevada (em grão), girassol (em grão), sorgo (em grão), trigo (em grão) e triticale (em grão).|True
Setorial|Plano Municipal de Desenvolvimento Rural - Agricultura|2|Fome zero e agricultura sustentável|Economia Local Dinâmica, Criativa e Sustentável|2.3|Até 2030, dobrar a produtividade agrícola e a renda dos pequenos produtores de alimentos, particularmente das mulheres, povos indígenas, agricultores familiares, pastores e pescadores, inclusive por meio de acesso seguro e igual à terra, e a outros recursos produtivos e insumos, ao conhecimento, serviços financeiros, mercados e oportunidades de agregação de valor e de emprego não-agrícola.|Quantidade produzida, área plantada e valor da produção de cereais, leguminosas e oleaginosas no município: Quantidade produzida em toneladas (t)|Quantidade produzida, área plantada e valor da produção de cereais, leguminosas e oleaginosas no município.|4198|4198|Somatória dos produtos - algodão herbáceo (caroço de algodão), amendoim (em casca), arroz (em casca), feijão (em grão), mamona (em baga), milho (em grão), soja (em grão), aveia (em grão), centeio (em grão), cevada (em grão), girassol (em grão), sorgo (em grão), trigo (em grão) e triticale (em grão).|True
Setorial|Plano Municipal de Desenvolvimento Rural - Agricultura|2|Fome zero e agricultura sustentável|Economia Local Dinâmica, Criativa e Sustentável|2.3|Até 2030, dobrar a produtividade agrícola e a renda dos pequenos produtores de alimentos, particularmente das mulheres, povos indígenas, agricultores familiares, pastores e pescadores, inclusive por meio de acesso seguro e igual à terra, e a outros recursos produtivos e insumos, ao conhecimento, serviços financeiros, mercados e oportunidades de agregação de valor e de emprego não-agrícola.|Quantidade produzida, área plantada e valor da produção de cereais, leguminosas e oleaginosas no município: Área plantada em hectares (ha)|Quantidade produzida, área plantada e valor da produção de cereais, leguminosas e oleaginosas no município.|4199|4199|Somatória dos produtos - algodão herbáceo (caroço de algodão), amendoim (em casca), arroz (em casca), feijão (em grão), mamona (em baga), milho (em grão), soja (em grão), aveia (em grão), centeio (em grão), cevada (em grão), girassol (em grão), sorgo (em grão), trigo (em grão) e triticale (em grão).|True
Setorial|Plano Municipal de Saúde|2|Fome zero e agricultura sustentável|Economia Local Dinâmica, Criativa e Sustentável|2.3|Até 2030, dobrar a produtividade agrícola e a renda dos pequenos produtores de alimentos, particularmente das mulheres, povos indígenas, agricultores familiares, pastores e pescadores, inclusive por meio de acesso seguro e igual à terra, e a outros recursos produtivos e insumos, ao conhecimento, serviços financeiros, mercados e oportunidades de agregação de valor e de emprego não-agrícola.|Participação da agricultura  familiar nas culturas e na pecuária|Percentual de agricultores familiares sobre o total de agricultores (culturas e pecuária).|4005, 4006|4005 / 4006 x [100]||True
Setorial|Plano Municipal de Desenvolvimento Rural - Agricultura|2|Fome zero e agricultura sustentável|Bens Naturais Comuns|2.4|Até 2030, garantir sistemas sustentáveis de produção de alimentos e implementar práticas agrícolas resilientes, que aumentem a produtividade e a produção, que ajudem a manter os ecossistemas, que fortaleçam a capacidade de adaptação às alterações climáticas, às condições meteorológicas extremas, secas, inundações e outros desastres, e que melhorem progressivamente a qualidade da terra e do solo.|Áreas destinadas às Unidades de Conservação|Percentual de áreas destinadas às Unidades de Conservação sobre o total de área verde do município.|3986, 3987|3986 / 3987 x [100]||True
Setorial|Plano Municipal de Mobilidade Urbana|3|Saúde e Bem-Estar|Ação Local para a Saúde|3.1|Até 2030, reduzir a taxa de mortalidade materna global para menos de 70 mortes por 100.000 nascidos vivos.|Mortalidade materna|Proporção de óbitos femininos por causas maternas sobre o total de nascidos vivos no município, por 10 mil nascidos vivos.|41, 230|230 / 41 x [10000]||True
Setorial|Plano Municipal de Saúde|3|Saúde e Bem-Estar|Ação Local para a Saúde|3.2|Até 2030, acabar com as mortes evitáveis ​​de recém-nascidos e crianças menores de 5 anos, com todos os países objetivando reduzir a mortalidade neonatal para pelo menos 12 por 1.000 nascidos vivos e a mortalidade de crianças menores de 5 anos para pelo menos 25 por 1.000 nascidos vivos.|Mortalidade na infância (crianças menores de 5 anos de idade)|Taxa de mortalidade na infância (número de óbitos infantis – menores de 5 anos – por mil nascidos vivos).|41, 4095|4095 / 41 x [1000]||True
Setorial|Plano Municipal de Saúde|3|Saúde e Bem-Estar|Ação Local para a Saúde|3.2|Até 2030, acabar com as mortes evitáveis ​​de recém-nascidos e crianças menores de 5 anos, com todos os países objetivando reduzir a mortalidade neonatal para pelo menos 12 por 1.000 nascidos vivos e a mortalidade de crianças menores de 5 anos para pelo menos 25 por 1.000 nascidos vivos.|Mortalidade neonatal (crianças de 0 a 27 dias)|Taxa de mortalidade neonatal (número de óbitos infantis – de 0 a 27 dias – por mil nascidos vivos).|41, 4096|4096 / 41 x [1000]||True
Setorial|Plano Municipal de Mobilidade Urbana|3|Saúde e Bem-Estar|Ação Local para a Saúde|3.2|Até 2030, acabar com as mortes evitáveis ​​de recém-nascidos e crianças menores de 5 anos, com todos os países objetivando reduzir a mortalidade neonatal para pelo menos 12 por 1.000 nascidos vivos e a mortalidade de crianças menores de 5 anos para pelo menos 25 por 1.000 nascidos vivos.|Mortalidade infantil (crianças menores de 1 ano)|Proporção de óbitos de crianças menores de um ano em cada mil crianças nascidas vivas de mães residentes.|41, 59|59 / 41 x [1000]||True
Setorial|Plano Municipal de Saúde|3|Saúde e Bem-Estar|Ação Local para a Saúde|3.2|Até 2030, acabar com as mortes evitáveis ​​de recém-nascidos e crianças menores de 5 anos, com todos os países objetivando reduzir a mortalidade neonatal para pelo menos 12 por 1.000 nascidos vivos e a mortalidade de crianças menores de 5 anos para pelo menos 25 por 1.000 nascidos vivos.|Pré-natal insuficiente|Percentual de nascidos vivos cujas mães fizeram menos de 7 consultas pré-natal sobre o total de nascidos vivos no município.|41, 228|228 / 41 x [100]||True
Setorial|Plano Municipal de Saúde|3|Saúde e Bem-Estar|Ação Local para a Saúde|3.3|Até 2030, acabar com as epidemias de AIDS, tuberculose, malária e doenças tropicais negligenciadas, além de combater a hepatite, doenças transmitidas pela água, e outras doenças transmissíveis.|Pessoas infectadas com dengue|Número de pessoas infectadas com dengue, chigungunya ou zika, por 10 mil habitantes.|19, 234|234 / 19 x [10000]||True
Setorial|Plano Municipal de Saúde|3|Saúde e Bem-Estar|Ação Local para a Saúde|3.3|Até 2030, acabar com as epidemias de AIDS, tuberculose, malária e doenças tropicais negligenciadas, além de combater a hepatite, doenças transmitidas pela água, e outras doenças transmissíveis.|Mortalidade por Aids|Número de óbitos pela síndrome da imunodeficiência adquirida (Aids), por 10 mil habitantes.|19, 4098|4098 / 19 x [10000]||True
Setorial|Plano Municipal de Saúde|3|Saúde e Bem-Estar|Ação Local para a Saúde|3.3|Até 2030, acabar com as epidemias de AIDS, tuberculose, malária e doenças tropicais negligenciadas, além de combater a hepatite, doenças transmitidas pela água, e outras doenças transmissíveis.|Detecção de hepatite A, B, C e D: Tipo A|Taxa de detecção de hepatite A, B, C e D na população total, por 10 mil habitantes.|19, 5800|5800 / 19 x [100]||True
Setorial|Plano Municipal de Saúde|3|Saúde e Bem-Estar|Ação Local para a Saúde|3.3|Até 2030, acabar com as epidemias de AIDS, tuberculose, malária e doenças tropicais negligenciadas, além de combater a hepatite, doenças transmitidas pela água, e outras doenças transmissíveis.|Detecção de hepatite A, B, C e D: Tipo B|Taxa de detecção de hepatite A, B, C e D na população total, por 10 mil habitantes.|19, 5801|5801 / 19 x [100]||True
Setorial|Plano Municipal de Saúde|3|Saúde e Bem-Estar|Ação Local para a Saúde|3.3|Até 2030, acabar com as epidemias de AIDS, tuberculose, malária e doenças tropicais negligenciadas, além de combater a hepatite, doenças transmitidas pela água, e outras doenças transmissíveis.|Detecção de hepatite A, B, C e D: Tipo C|Taxa de detecção de hepatite A, B, C e D na população total, por 10 mil habitantes.|19, 5802|5802 / 19 x [100]||True
Setorial|Plano Municipal de Saúde|3|Saúde e Bem-Estar|Ação Local para a Saúde|3.3|Até 2030, acabar com as epidemias de AIDS, tuberculose, malária e doenças tropicais negligenciadas, além de combater a hepatite, doenças transmitidas pela água, e outras doenças transmissíveis.|Detecção de hepatite A, B, C e D: Tipo D|Taxa de detecção de hepatite A, B, C e D na população total, por 10 mil habitantes.|19, 5803|5803 / 19 x [100]||True
Setorial|Plano Municipal de Saúde|3|Saúde e Bem-Estar|Ação Local para a Saúde|3.3|Até 2030, acabar com as epidemias de AIDS, tuberculose, malária e doenças tropicais negligenciadas, além de combater a hepatite, doenças transmitidas pela água, e outras doenças transmissíveis.|Mortalidade por dengue|Número de pessoas mortas por dengue, chikungunya ou zika, por 10 mil habitantes no município.|19, 5810|5810 / 19 x [10000]||True
Setorial|Plano Municipal de Saúde|3|Saúde e Bem-Estar|Ação Local para a Saúde|3.3|Até 2030, acabar com as epidemias de AIDS, tuberculose, malária e doenças tropicais negligenciadas, além de combater a hepatite, doenças transmitidas pela água, e outras doenças transmissíveis.|Mortalidade por chikungunya|Número de pessoas mortas por dengue, chikungunya ou zika, por 10 mil habitantes no município.|19, 5811|5811 / 19 x [10000]||True
Setorial|Plano Municipal de Saúde|3|Saúde e Bem-Estar|Ação Local para a Saúde|3.3|Até 2030, acabar com as epidemias de AIDS, tuberculose, malária e doenças tropicais negligenciadas, além de combater a hepatite, doenças transmitidas pela água, e outras doenças transmissíveis.|Mortalidade por zika|Número de pessoas mortas por dengue, chikungunya ou zika, por 10 mil habitantes no município.|19, 5812|5812 / 19 x [10000]||True
Setorial|Plano Municipal de Saúde|3|Saúde e Bem-Estar|Ação Local para a Saúde|3.4|Até 2030, reduzir em um terço a mortalidade prematura por doenças não transmissíveis (DNTs) via prevenção e tratamento, e promover a saúde mental e o bem-estar.|Mortalidade por doenças crônicas não transmissíveis|Taxa de mortalidade por doenças crônicas não transmissíveis (doenças cardiovasculares (i00 – i99), doenças respiratórias (J30 – J98), neoplasias (c00 – c97), diabetes mellitus (e10 – e14), por 10 mil habitantes.|19, 3951|3951 / 19 x [10000]||True
Setorial|Plano Municipal de Saúde|3|Saúde e Bem-Estar|Ação Local para a Saúde|3.4|Até 2030, reduzir em um terço a mortalidade prematura por doenças não transmissíveis (DNTs) via prevenção e tratamento, e promover a saúde mental e o bem-estar.|Internação hospitalar por doenças crônicas|Taxa de internação hospitalar por doenças crônicas selecionadas (doenças cardiovasculares (i00 – i99), doenças respiratórias (J30 – J98), neoplasias (c00 – c97), diabetes mellitus (e10 – e14)), por 10 mil habitantes.|19, 4081|4081 / 19 x [10000]||True
Setorial|Plano Municipal de Saúde|3|Saúde e Bem-Estar|Melhor Mobilidade, Menos Tráfego|3.6|Até 2020, reduzir pela metade as mortes e os ferimentos globais por acidentes em estradas.|Acidentes de trânsito|Número de acidentes de trânsito por 10 mil habitantes.|19, 295|295 / 19 x [10000]||True
Setorial|Plano Municipal de Saúde|3|Saúde e Bem-Estar|Melhor Mobilidade, Menos Tráfego|3.6|Até 2020, reduzir pela metade as mortes e os ferimentos globais por acidentes em estradas.|Atropelamentos|Número de atropelamentos por 10 mil habitantes|19, 296|296 / 19 x [10000]||True
Setorial|Plano Municipal de Saúde|3|Saúde e Bem-Estar|Melhor Mobilidade, Menos Tráfego|3.6|Até 2020, reduzir pela metade as mortes e os ferimentos globais por acidentes em estradas.|Mortes no trânsito: automóveis e caminhonetes|Número de mortes em acidentes de trânsito, por tipo de transporte, por 10 mil habitantes.|19, 5550|5550 / 19 x [10000]||True
Setorial|Plano Municipal de Saúde|3|Saúde e Bem-Estar|Melhor Mobilidade, Menos Tráfego|3.6|Até 2020, reduzir pela metade as mortes e os ferimentos globais por acidentes em estradas.|Mortes no trânsito: bicicleta|Número de mortes em acidentes de trânsito, por tipo de transporte, por 10 mil habitantes.|19, 5551|5551 / 19 x [10000]||True
Setorial|Plano Municipal de Saúde|3|Saúde e Bem-Estar|Melhor Mobilidade, Menos Tráfego|3.6|Até 2020, reduzir pela metade as mortes e os ferimentos globais por acidentes em estradas.|Mortes no trânsito: motocicleta|Número de mortes em acidentes de trânsito, por tipo de transporte, por 10 mil habitantes.|19, 5552|5552 / 19 x [10000]||True
Setorial|Plano Municipal de Saúde|3|Saúde e Bem-Estar|Melhor Mobilidade, Menos Tráfego|3.6|Até 2020, reduzir pela metade as mortes e os ferimentos globais por acidentes em estradas.|Mortes no trânsito: atropelamento|Número de mortes em acidentes de trânsito, por tipo de transporte, por 10 mil habitantes.|19, 5553|5553 / 19 x [10000]||True
Setorial|Plano Municipal de Saúde|3|Saúde e Bem-Estar|Ação Local para a Saúde|3.7|Até 2030, assegurar o acesso universal aos serviços de saúde sexual e reprodutiva, incluindo o planejamento familiar, informação e educação, bem como a integração da saúde reprodutiva em estratégias e programas nacionais.|Gravidez na adolescência|Percentual de nascidos vivos cujas mães tinham 19 anos ou menos sobre o total de nascidos vivos de mães residentes.|41, 229|229 / 41 x [1000]||True
Setorial|Plano Municipal de Mobilidade Urbana|3|Saúde e Bem-Estar|Ação Local para a Saúde|3.7|Até 2030, assegurar o acesso universal aos serviços de saúde sexual e reprodutiva, incluindo o planejamento familiar, informação e educação, bem como a integração da saúde reprodutiva em estratégias e programas nacionais.|Orçamento municipal para a saúde sexual e reprodutiva|Volume de recursos do orçamento público destinados à saúde sexual e reprodutiva.|3962|3962||True
